strain	Molecule ChEMBL ID	NAME	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pIC50	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties
Serratia	CHEMBL1631672	ZINC1920044	0	534,02	2	7,25	42-13	O=C(Nc1cc(Cl)cc(C(=O)c2ccc(Cl)cc2)c1Cl)c1cc(Cl)cc(Br)c1O	MIC	'='	30,0	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632137	CHEMBL1632137	0	584,62	2	8,15	42-42	O=C(Nc1ccc(Oc2cc3ccccc3cc2Cl)c(Cl)c1)c1cc(Cl)cc(I)c1O	MIC	'='	27,4	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632122	NSC741096	0	674,08	2	5,99	42-24	O=C(Nc1cc(S(=O)(=O)c2ccc(Cl)cc2)ccc1Cl)c1cc(I)cc(I)c1O	MIC	'='	23,7	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632108	CCG-3676	0	335,37	0	3,77	49-6	CSc1nc2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2s1	MIC	'='	95,4	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631663	ZINC1882302	0	474,36	1	6,13	42-1	O=C(Nc1cc(Cl)c(Cl)c(Cl)c1)c1cc(Br)cc(Br)c1O	MIC	'='	33,7	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632120	STK525574	0	617,61	2	6,05	42-22	Cc1ccc(C(=O)c2cc(NC(=O)c3cc(I)cc(I)c3O)ccc2Cl)cc1	MIC	'='	25,9	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632132	STK003176	0	647,68	2	7,73	42-36	Cc1ccc(C(C)C)c(Oc2ccc(Cl)cc2NC(=O)c2cc(I)cc(I)c2O)c1	MIC	'='	24,7	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631676	STK524563	0	534,02	2	7,25	42-17	O=C(c1ccc(Cl)cc1)c1cc(NC(=O)c2cc(Cl)cc(Br)c2O)c(Cl)cc1Cl	MIC	'='	30,0	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632114	CCG-6857	0	301,09	0	3,75	49-16	O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc([N+](=O)[O-])o1	MIC	'='	106,3	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632116	Z32048406	0	456,26	0	4,55	49-19	O=C(Nc1ccc(Cl)c(S(=O)(=O)Nc2cccc(Cl)c2)c1)c1ccc([N+](=O)[O-])o1	MIC	'='	70,1	nM	7,2				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632113	CHEMBL1632113	0	347,33	0	4,12	49-11	O=C(Nc1cccc(C2=Nc3ccccc3C2)c1)c1ccc([N+](=O)[O-])o1	MIC	'='	92,1	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632142	HMS640J17	0	676,07	2	8,11	42-48	O=C(Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1)c1cc(I)cc(I)c1O	MIC	'='	23,7	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1457567	HMS2903M12	0	315,24	0	2,29	49-1	NC(=O)c1oc2ccccc2c1NC(=O)c1ccc([N+](=O)[O-])o1	MIC	'='	101,5	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632134	HMS640N19	0	629,08	2	8,26	42-39	O=C(Nc1cc(Cl)ccc1Oc1ccc(Br)c2ccccc12)c1cc(Cl)cc(I)c1O	MIC	'='	25,4	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632100	ST062453	0	283,24	0	2,99	49-13	O=C(Nc1cccc2cccnc12)c1ccc([N+](=O)[O-])o1	MIC	'='	113,0	nM	6,9				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632106	F1299-0133	0	407,45	0	3,45	49-3	COC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CC(C)(C)NC2(C)C	MIC	'='	78,5	nM	7,1				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632112	ST027200	0	377,36	0	4,81	49-10, 2	CCc1ccc2oc(-c3cccc(NC(=O)c4ccc([N+](=O)[O-])o4)c3)nc2c1	MIC	'='	84,8	nM	7,1				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632148	ZINC33353868	0	629,73	2	8,46	42-54	Cc1ccc(C)c(C(=O)c2cc(NC(=O)c3cc(Br)cc(Br)c3O)ccc2Oc2ccc(Cl)cc2)c1	MIC	'='	25,4	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632145	ZINC1954699	0	570,72	2	7,58	42-51	O=C(Nc1ccc(Sc2nc3ccccc3s2)c(Cl)c1)c1cc(Br)cc(Br)c1O	MIC	'='	28,0	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632139	HMS641J09	0	626,53	2	8,53	42-44	O=C(Nc1ccc(Oc2ccc(Br)c3ccccc23)c(Cl)c1)c1cc(Br)cc(Br)c1O	MIC	'='	25,5	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632129	ZINC2024059	0	430,33	1	7,18	42-33	Cc1ccc(C(C)C)cc1Oc1ccc(Cl)cc1NC(=O)c1cc(Cl)ccc1O	MIC	'='	37,2	nM	7,4				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Shigella sp	CHEMBL372795	STREPTOMYCIN	4	581,58	3	-8,16	streptomycin	CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O	MIC	'='	43,0	nM	7,4				UO_0000274					FALSE	CHEMBL1004975	Antibacterial activity against Shigella sp. after 48 hrs by agar well diffusion method	F	BAO_0000218	organism-based format	Shigella sp.	None	None	None	None				CHEMBL614397	Shigella sp.	Shigella sp.	ORGANISM	CHEMBL1137000	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2009	None	
Shigella sp	CHEMBL505173	CHEMBL505173	0	888,66	2	9,36	2b	[Br-].[Br-].c1cc2cc(c1)C[n+]1cn(c3ccccc31)Cc1cc3ccccc3nc1Oc1ccccc1Oc1nc3ccccc3cc1Cn1c[n+](c3ccccc31)C2	MIC	'='	61,9	nM	7,2				UO_0000274					FALSE	CHEMBL1004975	Antibacterial activity against Shigella sp. after 48 hrs by agar well diffusion method	F	BAO_0000218	organism-based format	Shigella sp.	None	None	None	None				CHEMBL614397	Shigella sp.	Shigella sp.	ORGANISM	CHEMBL1137000	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2009	None	
Shigella sp	CHEMBL500618	CHEMBL500618	0	965,75	2	10,42	3a	[Br-].[Br-].c1cc2nc(c1)C[n+]1ccn(c1)Cc1cc3ccccc3nc1Oc1ccc3ccccc3c1-c1c(ccc3ccccc13)Oc1nc3ccccc3cc1Cn1cc[n+](c1)C2	MIC	'='	10,4	nM	8,0				UO_0000274					FALSE	CHEMBL1004975	Antibacterial activity against Shigella sp. after 48 hrs by agar well diffusion method	F	BAO_0000218	organism-based format	Shigella sp.	None	None	None	None				CHEMBL614397	Shigella sp.	Shigella sp.	ORGANISM	CHEMBL1137000	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2009	None	
Shigella sp	CHEMBL502193	CHEMBL502193	0	964,76	2	11,03	3b	[Br-].[Br-].c1cc2cc(c1)C[n+]1ccn(c1)Cc1cc3ccccc3nc1Oc1ccc3ccccc3c1-c1c(ccc3ccccc13)Oc1nc3ccccc3cc1Cn1cc[n+](c1)C2	MIC	'='	15,5	nM	7,8				UO_0000274					FALSE	CHEMBL1004975	Antibacterial activity against Shigella sp. after 48 hrs by agar well diffusion method	F	BAO_0000218	organism-based format	Shigella sp.	None	None	None	None				CHEMBL614397	Shigella sp.	Shigella sp.	ORGANISM	CHEMBL1137000	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2009	None	
Shigella sp	CHEMBL507902	CHEMBL507902	0	789,53	2	6,45	4a	[Br-].[Br-].c1cc2nc(c1)C[n+]1ccn(c1)Cc1cc3ccccc3nc1Oc1ccccc1Oc1nc3ccccc3cc1Cn1cc[n+](c1)C2	MIC	'='	31,7	nM	7,5				UO_0000274					FALSE	CHEMBL1004975	Antibacterial activity against Shigella sp. after 48 hrs by agar well diffusion method	F	BAO_0000218	organism-based format	Shigella sp.	None	None	None	None				CHEMBL614397	Shigella sp.	Shigella sp.	ORGANISM	CHEMBL1137000	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2009	None	
Shigella sp	CHEMBL501904	CHEMBL501904	0	1065,87	2	12,73	1a	[Br-].[Br-].c1cc2nc(c1)C[n+]1cn(c3ccccc31)Cc1cc3ccccc3nc1Oc1ccc3ccccc3c1-c1c(ccc3ccccc13)Oc1nc3ccccc3cc1Cn1c[n+](c3ccccc31)C2	MIC	'='	42,2	nM	7,4				UO_0000274					FALSE	CHEMBL1004975	Antibacterial activity against Shigella sp. after 48 hrs by agar well diffusion method	F	BAO_0000218	organism-based format	Shigella sp.	None	None	None	None				CHEMBL614397	Shigella sp.	Shigella sp.	ORGANISM	CHEMBL1137000	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2009	None	
Shigella sp	CHEMBL454481	CHEMBL454481	0	889,65	2	8,75	2a	[Br-].[Br-].c1cc2nc(c1)C[n+]1cn(c3ccccc31)Cc1cc3ccccc3nc1Oc1ccccc1Oc1nc3ccccc3cc1Cn1c[n+](c3ccccc31)C2	MIC	'='	45,0	nM	7,3				UO_0000274					FALSE	CHEMBL1004975	Antibacterial activity against Shigella sp. after 48 hrs by agar well diffusion method	F	BAO_0000218	organism-based format	Shigella sp.	None	None	None	None				CHEMBL614397	Shigella sp.	Shigella sp.	ORGANISM	CHEMBL1137000	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2009	None	
Shigella sp	CHEMBL448980	CHEMBL448980	0	1064,88	2	13,33	1b	[Br-].[Br-].c1cc2cc(c1)C[n+]1cn(c3ccccc31)Cc1cc3ccccc3nc1Oc1ccc3ccccc3c1-c1c(ccc3ccccc13)Oc1nc3ccccc3cc1Cn1c[n+](c3ccccc31)C2	MIC	'='	9,4	nM	8,0				UO_0000274					FALSE	CHEMBL1004975	Antibacterial activity against Shigella sp. after 48 hrs by agar well diffusion method	F	BAO_0000218	organism-based format	Shigella sp.	None	None	None	None				CHEMBL614397	Shigella sp.	Shigella sp.	ORGANISM	CHEMBL1137000	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2009	None	
Shigella sp	CHEMBL505162	CHEMBL505162	0	788,54	2	7,05	4b	[Br-].[Br-].c1cc2cc(c1)C[n+]1ccn(c1)Cc1cc3ccccc3nc1Oc1ccccc1Oc1nc3ccccc3cc1Cn1cc[n+](c1)C2	MIC	'='	57,1	nM	7,2				UO_0000274					FALSE	CHEMBL1004975	Antibacterial activity against Shigella sp. after 48 hrs by agar well diffusion method	F	BAO_0000218	organism-based format	Shigella sp.	None	None	None	None				CHEMBL614397	Shigella sp.	Shigella sp.	ORGANISM	CHEMBL1137000	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2009	None	
Staphylococcus aureus	CHEMBL1420556	NSC369066	0	269,22	0	2,7	0369066:01	O=Nc1c(-c2cccc([N+](=O)[O-])c2)nc2ncccn12	MIC	'='	312,5	nM	6,5			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296182	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4296900	NSC277184	0	454,46	0	2,09	0277184:01	CN(C)CCOc1ccc2c(c1)C(=O)/C(=C\c1ncc([N+](=O)[O-])n1C)C2.O=S(=O)(O)O	MIC	'='	5000,0	nM	5,3			"Median N= 2; Range 10 - 5  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296182	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL1978479	NSC260594	0	504,55	2	5,14	0260594:01	Cn1ccc(=Nc2ccc(NC(=O)c3ccc(/N=c4\ccn(C)c5ccc([N+](=O)[O-])cc45)cc3)cc2)cc1	MIC	'='	10000,0	nM	5,0			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296182	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL2005417	BCP13661	0	724,97	2	5,71	0292567:01	COC1CC(CC2CCC(C)C(C(C)C(=O)O)O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C	MIC	'='	156,3	nM	6,8			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296183	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL1728	LOMEFLOXACIN HYDROCHLORIDE	4	387,81	0	1,8	MMV002350	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl	MIC	'='	10000,0	nM	5,0			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4540264	CHEMBL4540264	0	746,55	None	None	PtdppzPy		MIC	'='	1,0	nM	9,0		Non standard unit for type	"Median N= 2; Range 4 - 1  Ug.Ml-1"	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513140	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL22	TRIMETHOPRIM	4	290,32	0	1,26	MMV000028	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	MIC	'='	5000,0	nM	5,3			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL2152077	CHEMBL2152077	0	422,47	1	5,41	MMV1593541	Nc1nc(Nc2ccc3nc(-c4ccc(F)cc4)cc(N)c3c2)cc(-c2ccccc2)n1	MIC	'='	10000,0	nM	5,0			"Median N= 2; Range 20 - 10  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL374975	FUSIDIC ACID	4	516,72	2	5,67	MMV1578575	CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O	MIC	'='	312,5	nM	6,5			"Median N= 2; Range 0.625 - 0.3125  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL2146063	CHLORTETRACYCLINE HYDROCHLORIDE	4	515,35	1	0,44	Chlortetracycline hydrochloride	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.Cl	MIC	'='	1250,0	nM	5,9			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296183	40	CO-ADD antimicrobial screening data			None	
